Address,CountryCode,Nickname,Fingerprint,Bandwidth,Flags,Guard,Middle,Exit
139.162.210.252,GB,Joker,DEF3365F1C012F80E56877B5EF05CE72BDEB0CCC,15000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
199.249.230.109,US,Quintex19,DF20497E487A979995D851A5BCEC313DF7E5BC51,19000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
128.140.81.180,DE,BlueStar,DF284957A337220FB4B8782E0D0ABBE654551479,4200,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
91.19.234.48,DE,INFINITYDRIVE,DF3515444A25062DE5279C05B10B2E80EF5395F0,160,Fast Running V2Dir Valid,No,No,No
107.189.10.175,LU,Quetzalcoatl,DF55C90D7EB87A13B044259951CA784F2F596E8D,22000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
93.212.48.10,DE,Unnamed,DF58CCFC84FE65DC9668B1C2FFA8A5420308D4A4,490,Fast Running Valid,No,No,No
194.26.192.142,NL,Quetzalcoatl,DF68B25F31AF1BAD0448575F1045BB3B4EE6E5D6,21000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
58.185.69.242,SG,orangepeel,DF6F2B91C93270771C8EC92D243A7CB6234244A1,1200,Fast Running Stable V2Dir Valid,No,No,No
144.76.3.174,DE,TorchWood,DF6F7908E7FDEEE5DE6DD9C92F7C9DFB20B0CE2A,42000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
23.155.24.5,US,OnionPS16,DF71925FF5241C6442F3FA4BDE2AE203FACCC457,9500,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
51.81.93.145,US,applesandoranges,DF7868EAF856654E73E72F774BF3CE1FEC5CB049,47000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
195.154.253.226,FR,tornado,DF7AA16E1A6037C5FCBB4DED4F3A6CD262CA3799,7900,Fast HSDir Running Stable V2Dir Valid,No,No,No
77.68.30.104,GB,Assange007uk,DF86098968BBCD963E38E03FC3FC1837EF667C13,15000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
23.108.55.71,US,hamburger,DF885E50651903A212EE519BE5A58397AD2E0975,85000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
45.145.166.104,FR,prsv,DF889E6D435B8B5281872139120E500F52295917,29000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
91.112.69.62,AT,deltersvrAnonServ02,DF89D4BBE9E9FBCE65124C06A08FDDEC93ADD559,3300,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
194.88.105.13,NL,Unnamed,DFA40306BEA6EAF28CEF4AFED473A2877A90F9B5,100,Fast Running Stable V2Dir Valid,No,No,No
45.61.185.83,US,Quetzalcoatl,DFA97DED4CE79FF6F31DAF917C2810CCE8729E9D,12000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
162.55.58.143,DE,0x0d,DFAFDA4DC4D59797633609E6CA6F7041B7D7BE95,17000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
83.243.68.194,RU,thorchic,DFCDAF8A65F523212B1E4228B61815E72614D25A,2800,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
91.219.30.55,SK,OdysseyHorror,DFF3A445C4E553B0F989BACBBA684FF12F26128B,420,Fast Running Stable V2Dir Valid,No,No,No
213.202.91.37,HR,9500,DFF9E741D00F74998FE83CD6260EE4D9E0B0DBFA,8200,Fast Running V2Dir Valid,No,No,No
147.135.112.139,US,DerrickJensen,E0023AC14180112A2FFF00A84C6049862BB3E6C3,540,Fast HSDir Running Stable V2Dir Valid,No,No,No
81.183.58.220,HU,hurelcsep,E005283DF5ACDCA74DA1A1D7A23ACF49C54B0FF8,15000,Fast Running V2Dir Valid,No,No,No
195.176.3.24,CH,DigiGesTor5e3,E006EA04C696BBD6E35407538131305FF3CB8C16,19000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
91.90.120.133,GL,TorProjectIncExit81,E0087D2258960A98CA2DC06AC82F4D0623309B70,49,Exit Running V2Dir Valid,No,No,Yes
45.151.167.12,DE,artikel10ams09,E00B29BB7CFC942F0919F340276F49CB6D3E1515,14000,Exit Fast Running Stable Valid,No,No,Yes
193.189.100.198,SE,TORKeFFORG18,E00C844643D8324AE87F00C27066B1E770D99651,6300,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
163.172.53.201,FR,despacitor,E00DFD54DC165D5452FBD3530D30186DAD016A0C,53000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
141.239.149.94,US,HNLexit,E02012436D27266A5AA1484F3E1452E565A03F6B,56,Exit Running Stable V2Dir Valid,No,No,Yes
45.141.215.61,PL,Quetzalcoatl,E025B7DD8DE80B832B12BB4FF0C7876BA5929A11,1500,Exit Fast Running V2Dir Valid,No,No,Yes
80.138.18.250,DE,AndJusticeForAll,E0286D8886D7710A995DC160B1CE98CCA360970C,940,Fast Running V2Dir Valid,No,No,No
83.97.20.151,RO,PacketPusher,E02F4D32C584C384E10E58C72CB3D4F79F62CE5D,2500,Exit Fast HSDir Running Stable V2Dir Valid,No,No,Yes
109.204.224.163,FI,simpelecraft,E039FEF5CC8F0AF731AAC7B0FC1DBA63B33372DA,24000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
37.27.1.146,FI,Unnamed,E03E581AA42A211F69DC63608B1980F10AE52C26,46000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
95.217.72.151,FI,willwallace,E04861C32098EF38D6BB2AEFEC81095953FEF0ED,60000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
141.98.8.102,LT,Uranus,E0534118F9BE1DE69179EE8BAB748B8A0A428892,15000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
74.91.27.30,US,BurninThruBridges,E0620CC8FB4B0DD77B86AE73920A6A5AB5889E6F,24,Running Stable V2Dir Valid,No,No,No
147.210.117.55,FR,UnnamedRelayB,E065E4D971BE2AA2E21D88C2C8E3C0FD61A0573C,3000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
171.25.193.78,SE,DFRI18,E0665F733B3821CE05A2A7545105371821D25875,22000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
46.234.47.105,CH,gatter,E068898472A6FAC41D424FB5E124136C4BA69507,9800,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
217.79.252.202,US,galapagoo,E06EC752F35CED9A44438719DA7FEC6EB24AED24,83000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
45.128.232.169,NL,prsv,E06FE78B807F9911AF0ADEA10C434315E9CF0912,3000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
217.12.206.128,UA,TheGraySentry,E08166EE25A85FD5C9433D133B39FC5EBDE16D98,9800,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
185.21.217.33,GB,LittleSister,E08F2FD44CC16B7015138DC95507A660BEB8851D,53000,Fast Running Stable Valid,No,No,No
212.193.3.59,NL,quitepogtruely,E0917901656ED5B363E4B5B1AFC56150B8857F5C,2900,Fast Running Valid,No,No,No
116.202.247.57,DE,ieditedtheconfig,E094CE3392E59129B44B01DB5C63AA52F5FF4566,39000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
199.195.251.54,US,dappertr,E09782C5F119131D5DF3C77B83E3214697AB6376,10000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
188.126.83.38,SE,redsox,E0A3471C24C9021CC58FBF774203046FD2BC893F,2100,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
104.244.77.79,LU,caprietorexit,E0A372351310B9ACEE49C547E32E1867F71F8625,15000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
185.220.101.132,DE,relayon1132,E0A6A201B7A211F537696CDBF90370738EC7DBDA,8100,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
185.207.107.216,DE,Quetzalcoatl,E0ADAA31E91125C48D41BB7C2671B25BAE25AF17,16000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
185.243.218.95,NO,4727,E0AE4772051D74DE4DC1A525D9670BC12ED2EDAF,14000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
177.184.80.34,BR,atorsnap,E0B061782A06A67F9A8854A211A744414FA0A814,190,Fast Running V2Dir Valid,No,No,No
146.59.94.226,KZ,PrivacyNodeWAW,E0B14E85AA9D9F330818ADDD5B8369C033DC3E29,9600,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
51.75.206.12,FR,KherNl,E0B3B10226F067A1B215178D19A19EF311E7FDC3,12000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
89.217.101.47,CH,i82blikeu,E0C7D551B545DCD9CD237D8141858E257D7342BC,25,Running Stable V2Dir Valid,No,No,No
85.204.116.139,RO,hogman1,E0C90700FE1F81044A086591DCB14F02797AC14B,73,Exit Running Stable V2Dir Valid,No,No,Yes
193.26.115.61,US,Quetzalcoatl,E0D1C99A8AD9AF4BBB78289F9E0FB51FB0A925A0,17000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
185.112.146.205,IS,TheSpy,E0D22F3B5A988AAB566B8292A6D3D97B7BE54E04,14000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
107.189.50.64,US,winston,E0D9982C066D2638F29067D465618B3A562103CF,18000,Fast HSDir Running Stable V2Dir Valid,No,No,No
185.220.101.8,DE,artikel10ber32,E0DAC558043E9808D41B00DA4485E3BC0BDAC0D7,29000,Exit Fast Running Stable Valid,No,No,Yes
192.42.116.173,,NTH21R3,E0DE948318B77CEA408AE9A3955577FFE1484D86,24000,Exit Fast Running Stable Valid,No,No,Yes
185.220.101.56,DE,ForPrivacyNET,E0EC6DB18CA367FE6D8478D32D760346E1C43F15,27000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
107.189.8.238,LU,Quetzalcoatl,E0FC2B6033BCC1AD5CAC295A0B19CF6CF53EED11,21000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
91.208.75.178,RO,nobuyuki,E10162F0E113AF64FF26F4B127662726EA6EF292,12000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
185.230.163.237,DE,Jiraiya,E106294D9640CA8FFC950C734F1078BF2DF33CF3,38000,Exit Fast HSDir Running Stable V2Dir Valid,No,No,Yes
18.18.82.30,US,berrycup5,E11480F37550E11027718EE9FCADCDAD0B91C8BC,450,Fast HSDir Running Stable V2Dir Valid,No,No,No
185.100.87.139,RO,artikel10buc34,E12D52BD3E3A88098EEDD389874D30816801A467,7300,Exit Fast Running Stable Valid,No,No,Yes
185.21.216.197,GB,legoman,E130296683B896A117CE5DA531A5645644178734,39000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
45.141.215.63,PL,Quetzalcoatl,E133117FBE84B10B4A3562E1D52748E14104DD5B,1,Exit Running V2Dir Valid,No,No,Yes
116.203.64.212,DE,VonKuenheimRelay,E14B30A83FF80C576B2EC0F2C8A5F29D41B8DC8E,16000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
87.92.64.49,FI,VenusTorFIN,E15EBADEE799FF668CCC8D5FC12F8025F4745FF0,2400,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
51.15.114.49,FR,tirz,E166AA0BC0F97C25EF02193D3979442A82836512,12000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
37.24.4.2,DE,HeleneFischer,E169E8F4E1F009CB5ED365E083EB4881BF32BCDA,140,Exit Fast HSDir Running Stable V2Dir Valid,No,No,Yes
45.67.85.204,US,prsv,E182E6628B73826D9B1C60E8D41AFE68F8D17CA7,17000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
37.252.189.17,AT,IhazTor,E191C95945346136544BA326A7DACF2156CBEDFA,11000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
50.121.80.242,US,SaL,E19B3520EB96A326B2BE783E02224360A80D7C59,11000,Fast Running V2Dir Valid,No,No,No
185.220.101.199,DE,ForPrivacyNET,E1AF5373E3240566B598FA481AD3860549F6168B,25000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
176.206.236.112,IT,AestetiumRelay,E1B8239725A8886B8662B7047DEDD9C6B0D8AE45,17000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
192.3.194.43,US,prsv,E1C8DA6F8E10141DAF86AC4D2EB99E211C1E2283,13000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
93.186.69.91,FR,prsv,E1D0B02E40A0DC43B2D87456B5B8A7BBA7B0EB33,11000,Fast Running V2Dir Valid,No,No,No
23.88.75.73,DE,Liechtenstein,E1D7ADBF52626819D499EB4A9E3EF1808E9242E7,45000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
107.189.2.108,LU,Leslie,E1D7AEBD5218953FB8558056E13B25125CBE2B48,26000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
46.38.254.168,DE,Unnamed,E1E32C01926FAF7E046DF112A0385196A5125EC0,20000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
45.80.171.95,NL,LxcTorNode,E1EEAA9167B40A367D9AB43033648800E9AE2E74,1500,Fast HSDir Running Stable V2Dir Valid,No,No,No
2.58.56.43,NL,Quetzalcoatl,E1EEDB14EFD7AE972D9E4E37C0DB94D1DA630749,11000,Exit Fast HSDir Running Stable V2Dir Valid,No,No,Yes
192.42.116.177,,NTH25R2,E1F1BDB4C1F15AFC21CE9220DBB30A89E260A2CB,27000,Exit Fast Running Stable Valid,No,No,Yes
23.137.251.61,NL,bauruine,E2040A5754154BB4DCC48593B1B74927882A6813,22000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
137.220.56.220,US,torfreaksrelay,E207D7BB41BDC17073B20B714AEE6752E49B04C4,1,Running V2Dir Valid,No,No,No
86.62.157.127,NO,Rudimentatious,E207F627ECE4345E670E0575B901968421650C8E,2900,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
91.208.206.56,MD,MetalRelay1,E21336A5D5B02839C63E1F68DC1CE03B067BACC8,8200,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
45.83.106.225,DE,Kumonga,E217ADB4536BD5A8892F4B51449171BE48CBAEBE,36000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
45.133.235.146,RU,prsv,E21B3AD72F0370AE849A0A3FCCFFF28DAA476176,15000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
147.135.54.178,US,Jubilee,E22633FF1C9412ADED731F7B31A9B7532142C89B,13000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
94.16.121.91,AT,artikel5ev9b,E22694E83DA7BCF30DDAF5780EEF394CD0370CC4,17000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
46.17.63.214,GB,YouOhKay,E22B01F09DA1AA56087D6F9645C4A54717089076,1300,Fast HSDir Running Stable V2Dir Valid,No,No,No
185.220.101.20,DE,artikel10ber79,E232052A508045038F7E2CB14BED280912AEF8EC,26000,Exit Fast Running Stable Valid,No,No,Yes
45.79.76.89,US,VimRulzEmacsBlowz,E235941C8403FB63EC91436FA4DCF6B020EB51A2,6100,Fast Running Stable Valid,No,No,No
45.95.169.255,HR,MAXKO,E236F07D76472C914B09B8BA52930EED3555E6AF,5900,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
185.220.101.65,DE,CCCStuttgartBer,E265A4EEE237E184EAE5B2696D7B905A0E4B5D4A,30000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
138.197.166.92,CA,NvorDarkdrop,E26635F9ED41CDA8467C2AA992D81074337602EF,470,Fast Running Stable V2Dir Valid,No,No,No
103.175.217.63,ID,ammarfaizi2jog002,E280CAC4D7BA0CCC497D1DAABE81516F9B754BCD,1,Running V2Dir Valid,No,No,No
217.172.180.4,FR,obersee,E282ECAA9DD45ABE12D56FCBB33B168487C48AF7,130,Fast HSDir Running Stable V2Dir Valid,No,No,No
85.10.176.97,NL,batsoupxyz,E2A41299A7D92287567F785A79EF91203488B4BD,1000,Fast HSDir Running Stable V2Dir Valid,No,No,No
185.243.218.41,NO,terNOicebeer16,E2B7CE01E2086332986EF6D94F6ECC80A0C4FEF6,19000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
109.70.100.65,AT,sojabohne,E2BA86612D8D0EB8022CB115028560046EEECA02,20000,Exit Fast Running Stable Valid,No,No,Yes
192.42.116.13,,hviv113,E2BAAFECE5C3D3B4FFE6173B3097948E0F730623,22000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
207.32.219.92,US,Aramis,E2C0AD7114510F21B9F09E7900185D440C20CC0E,1,Exit Running V2Dir Valid,No,No,Yes
109.70.100.71,AT,Unnamed,E2C694807E2DE6B1FD66B00F7D909F738108CAEF,19000,Exit Fast Running Stable Valid,No,No,Yes
178.20.55.16,FR,marcuse3,E2DA7E67DFC30B19C50F2957C0AAFD226143D7C8,24000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
71.191.135.179,US,daNickname,E2DE38FDE7B22FA934D5F2A15068DD078EE26F2A,12000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
192.42.116.183,,NTH31R1,E2E104275E2120EBAB5EC44959AC5C0B40A61798,32000,Exit Fast Running Stable Valid,No,No,Yes
162.251.119.10,US,DaSoocha,E2E12B9C1DAEF45F3448BCE72CD28C382A9D5AD7,92000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
46.228.87.167,PL,auroraeupl,E2EB70AFD4DC3EF7D2BE39B0F86873BF82E807D0,13000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
195.123.226.11,BG,useSafeRelay,E2EC12A7B624356C9A099FDA81CA65F7F0D2E28B,1000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
91.208.75.156,RO,nobutaka,E2F67EEC1C8CD17D17D309B63986EA6CBD18EA20,15000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
194.36.147.125,AT,HostingOSde,E30BEF97249443897AA051E0A64310673FF63548,50000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
86.83.152.83,NL,Unnamed,E337B8DF84261161012F3C8045BBFDE0D16A6C74,91,Running Stable V2Dir Valid,No,No,No
13.55.161.106,AU,TOR02,E339AEFF1615E5C1DD9C9243759184A29FAD4612,1,Running V2Dir Valid,No,No,No
198.98.60.90,US,SamicTor,E33CFFD6F03D53784993802B33DFAE2B178C60C9,11000,Exit Fast Running V2Dir Valid,No,No,Yes
193.189.100.199,SE,TORKeFFORG19,E3426F15A222DA8788615224722799975943EE63,13000,Exit Fast HSDir Running Stable V2Dir Valid,No,No,Yes
89.116.24.68,DE,Quido,E344C95833657F4494922B3908DD21165A744A75,26000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
192.42.116.201,,NTH38R1,E347622E1228CB1490817B9E78DE2107CC17E1B4,24000,Exit Fast Running Stable Valid,No,No,Yes
46.38.255.27,DE,lokit02,E34853BFFFA4034DF4C710D3CDD73818E998FEB4,28000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
207.32.217.165,US,Quetzalcoatl,E348D1D6E7E12220856A77C5B52ACC1753A58FF6,5800,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
109.100.59.186,RO,rika,E35118AF4EDA980BB841070496A66BB3CF9C6FEC,2900,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
109.70.100.70,AT,quokka,E375CD23D60C2291BD04E97CBF4E7BA90E3E54E2,15000,Exit Fast Running Stable Valid,No,No,Yes
185.35.202.222,NO,hackeriet1,E379A6CACEFAFE1B8EA68503BFCFF1215BF1EE7F,8700,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
87.62.96.246,DK,PXArelay02,E384748293FC4429E2B427360DB4F9D4C3D619D1,15000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
91.143.81.27,DE,Doedelkiste08,E388F7BD196F5195AEF114552585152EA6942329,16000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
193.35.18.77,NL,kfc,E3919227ADC9DF4DE451740AB93C22DF96FFD5A0,10000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
199.249.230.187,US,Quintex98,E3A491D490DC1C3832D7F68615EEB4508C857D8B,15000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
45.88.171.102,US,prsv,E3A5C26D6D1401B4008ADA57617FB93CA0489631,28000,Fast Running Stable V2Dir Valid,No,No,No
95.179.160.189,DE,TheNewPersonHere,E3AA73CA6C2A5C4F00DD89635959C62DFD67E869,4300,Fast Running Valid,No,No,No
23.155.24.7,US,OnionPS23,E3B140819EBF6DEE4EE25504E67A3757EFC9E5B7,5900,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
129.13.131.140,DE,AlleKochenKaffee,E3C3395F6DA6893FB33DA86DB3728B387384D2C9,13000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
209.141.50.178,US,las1,E3C80B91620F9B4352C403B2D692C09403DA2599,1400,Exit Fast Running Stable V2Dir Valid,No,No,Yes
46.151.30.211,NL,Unnamed,E3D30FAF853AC40740741E9D5987B8B957A472D9,10000,Fast Running Stable Valid,No,No,No
193.218.118.156,UA,Hydra17,E3DAF067B028450B31CF5CE118F2F9AC53146ABD,11000,Fast Running V2Dir Valid,No,No,No
208.115.230.116,US,Eleanor,E3E6E86058DA2DA89BAC61CEC051DD3C9D2B5C04,13,Running Stable V2Dir Valid,No,No,No
24.66.216.28,CA,easternshadow,E3F1A492CD8B59C99299DDF623E5431FB99D9D99,4100,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
46.166.162.57,LT,fidel,E3F717E076D8FFFE31C5BE98D7461C9D544BF601,4100,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
95.216.115.85,FI,Finisterre,E3F98C86C9E01138DD8EA06B1E660A0CDB4B2782,34000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
45.95.169.224,HR,Interlaken,E412577E65E110F8AEC625FD5872339977477FA6,20000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
185.220.101.167,DE,relayon1167,E4177412459E928B128030C9B9A100D5270FBA0D,9500,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
166.70.207.2,US,xmission1,E41B16F7DDF52EBB1DB4268AB2FE340B37AD8904,9700,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
94.32.66.15,IT,punki,E43244684E0C924EC082B8ECC735FAF2F8CF1C45,690,Exit Fast HSDir Running Stable V2Dir Valid,No,No,Yes
163.172.93.6,FR,AsiaArgento,E459E02374D0385D2E2515CBBE707EA208966BCF,13000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
205.185.127.226,US,tor01sacr,E45B122A4903277EF9EDDD1E0364D2A4574AB986,9900,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
104.248.159.104,SG,Secretworld,E45E13D8B9F49845F6A9110EF1BA2AFF8FF26B25,2600,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
45.158.77.241,GB,prsv,E45E345E198078338DC870BADF17D1DEDE34EB3D,10000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
70.59.2.53,US,FortyTwoOne,E45EC3830D8AD7F23FF1BEF8AC1F7519555A3515,5100,Fast HSDir Running Stable V2Dir Valid,No,No,No
193.218.118.125,UA,Hydra19,E465AD166798A3CD0A4866FA2A8BB5ADD157FBD5,9600,Fast Running V2Dir Valid,No,No,No
69.164.221.78,US,teller,E46979A3053D43ADF187463A6E4856C875BC8C89,1100,Fast HSDir Running Stable V2Dir Valid,No,No,No
85.214.58.236,DE,highwaytohoell,E473D3EDE59B0AA458217731B04588E0F4FE0641,23,Running Stable V2Dir Valid,No,No,No
83.38.22.46,ES,mfet,E47C30CE2E397CCDAF0EDE93739789367907DA1A,30000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
65.108.217.34,FI,CardinalGlick1,E47E04E69E6B7552FE9361292117D58C82D50208,7100,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
199.249.230.114,US,Quintex34,E480D577F58E782A5BC4FA6F49A6650E9389302F,5100,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
185.241.208.239,PL,RDPdotSH,E48A10F4A4DDA329C9AB35D60B16EA6ECE3E82CC,30000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
79.143.183.69,DE,Unnamed,E48AD02C54FD3F8C3A4EA37452CE3281A0D246A4,330,Fast HSDir Running Stable V2Dir Valid,No,No,No
185.220.101.151,DE,relayon0151,E49AA0F123CFECAA481244CA9809F30018593722,4900,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
185.220.101.33,DE,ForPrivacyNET,E49F3696DC13946A68DF2AAA6EDA460BC15D8F03,24000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
148.251.46.115,DE,fusion,E4B0CAD11B5487C46293759A3D4B74484CF93509,20000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
116.202.169.30,DE,Unnamed,E4B0D0ABF76FAEBC0C95E9363A75A6F0CA0F5E10,80000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
200.25.27.12,CO,GuyaGuya,E4BF9533BB21AB53A29EEB80487E6701081C6613,7300,BadExit Fast MiddleOnly Running Stable Valid,No,Yes,No
95.214.54.70,PL,bauruine,E4BFAD49D21D3838485C62D84293A97DAAAA35B7,23000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
212.73.134.242,BG,TheBlindAppearance,E4C12BFB3AC2E6F16E4F1F34AA807D11D924E905,12000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
162.247.74.7,US,CalyxInstitute01,E4D1F25DFBE484208866BA4A1A958B73127CB0AD,34000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
192.42.116.208,,NTH11R1,E4E020BA9997BABF11CC0E44F62BAAA86E98FB73,22000,Exit Fast Running Stable Valid,No,No,Yes
84.19.188.216,DE,Unnamed,E4E4018DFCDAE84F4D97AC89E582D96093603758,21000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
172.106.18.46,US,lucuma,E4ECCD8EE889E8CC3E839E0D8EB3D350DB13C288,65000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
65.109.26.84,FI,Orez6,E4EF34D7107EA42B94D12D41AFFC0B8F66F98CC8,30000,Fast Running V2Dir Valid,No,No,No
37.228.129.164,FI,Unnamed,E50BB8F9C05A30AE0AF44C661BFE396711D1DEF2,19,Running Stable V2Dir Valid,No,No,No
164.68.107.222,DE,Unnamed,E517365A51899F228E99A22E9E4EF59347180F80,100,Fast Running Stable V2Dir Valid,No,No,No
178.170.10.39,FR,Fearless1,E5197659EFF1CF9771B5A73E19EB1F170A10B250,5100,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
84.252.122.189,DE,yrl1tjdevde,E523CE3228F9368C383C9092934EE83EAE4B08BA,3400,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
185.220.101.9,DE,artikel10ber33,E532D4BB9D10C717289561E03FACB2BF2F1096FE,19000,Exit Fast Running Stable Valid,No,No,Yes
